SUBURB,incident_count,top_claim_type,top_claim_type_count,claim_type_breakdown,peak_month,peak_day_of_week,peak_hour,total_claim_cost,avg_claim_cost,anomalous_claims_excluded_from_cost,freq_normalized,cost_normalized,severity_score,saps_precinct_mapped,saps_precinct_name,saps_robbery_with_aggravating_circumstances_q1_2026,saps_robbery_with_aggravating_circumstances_trend,saps_burglary_at_residential_premises_q1_2026,saps_burglary_at_residential_premises_trend,saps_theft_of_motor_vehicle_and_motorcycle_q1_2026,saps_theft_of_motor_vehicle_and_motorcycle_trend,saps_carjacking_q1_2026,saps_carjacking_trend,saps_truck_hijacking_q1_2026,saps_truck_hijacking_trend
STANDERTON,6,Theft,6,Theft:6,October,Tuesday,2,735676.15,122612.69,0,0.0095238095238095,0.0672026031940324,0.0384,False,,,,,,,,,,,
PROTEA GLEN,10,Theft,9,Theft:9; Armed Robbery:1,June,Friday,0,341242.85,34124.28,0,0.0476190476190476,0.0292752681445346,0.0384,False,,,,,,,,,,,
ROUXVILLE,9,Theft,9,Theft:9,September,Saturday,16,437320.63,48591.18,0,0.0380952380952381,0.0385137734960653,0.0383,False,,,,,,,,,,,
RIDGEWORTH,7,Theft,7,Theft:7,April,Thursday,20,632336.57,90333.8,0,0.019047619047619,0.0572658283970404,0.0382,False,,,,,,,,,,,
HORIZON VIEW,5,Theft,5,Theft:5,February,Sunday,14,820432.01,164086.4,0,0.0,0.0753524320741708,0.0377,False,,,,,,,,,,,
GLEN ASHLEY,7,Theft,6,Theft:6; Windscreen/ Motor glass damage:1,August,Thursday,1,623042.5,89006.07,0,0.019047619047619,0.0563721429326957,0.0377,False,,,,,,,,,,,
CHARLO,9,Theft,7,Theft:7; Burglary:2,August,Saturday,0,425267.8,47251.98,0,0.0380952380952381,0.0373548152597687,0.0377,False,,,,,,,,,,,
MILL PARK,8,Theft,8,Theft:8,October,Saturday,13,517191.33,64648.92,0,0.0285714285714285,0.0461938623717711,0.0374,False,,,,,,,,,,,
KLOOFENDAL,8,Theft,7,Theft:7; Armed Robbery:1,January,Friday,3,516676.0,64584.5,0,0.0285714285714285,0.0461443100302952,0.0374,False,,,,,,,,,,,
WATERKLOOF HEIGHTS,6,Theft,6,Theft:6,August,Tuesday,1,706657.19,117776.2,0,0.0095238095238095,0.0644122408724232,0.037,False,,,,,,,,,,,
CROSSMOOR,8,Theft,5,Theft:5; Hijack:3,April,Thursday,21,504125.55,63015.69,0,0.0285714285714285,0.0449375023845615,0.0368,False,,,,,,,,,,,
ROBIN HILLS,6,Theft,6,Theft:6,August,Wednesday,11,698168.08,116361.35,0,0.0095238095238095,0.0635959575635797,0.0366,False,,,,,,,,,,,
DENNEOORD,5,Theft,5,Theft:5,May,Wednesday,4,794592.96,158918.59,0,0.0,0.0728678388445659,0.0364,False,,,,,,,,,,,
PETERVALE,8,Theft,7,Theft:7; Burglary:1,July,Monday,22,496485.37,62060.67,0,0.0285714285714285,0.0442028492335764,0.0364,False,,,,,,,,,,,
OAKDALE,10,Theft,9,Theft:9; Attempted Theft:1,November,Friday,5,290668.32,29066.83,0,0.0476190476190476,0.0244121971404361,0.036,False,,,,,,,,,,,
CARLETONVILLE,10,Theft,9,Theft:9; Hijack:1,November,Sunday,0,291100.65,29110.06,0,0.0476190476190476,0.0244537684904259,0.036,False,,,,,,,,,,,
MURRAYFIELD,5,Theft,5,Theft:5,March,Friday,14,786401.61,157280.32,0,0.0,0.0720801871022873,0.036,False,,,,,,,,,,,
PARKWOOD,8,Theft,7,Theft:7; Armed Robbery:1,October,Thursday,20,483461.45,60432.68,0,0.0285714285714285,0.0429505143584585,0.0358,False,,,,,,,,,,,
SILVER LAKES GOLF ESTATE,9,Theft,9,Theft:9,July,Friday,17,382812.96,42534.77,0,0.0380952380952381,0.0332725054214442,0.0357,False,,,,,,,,,,,
CULLINAN,10,Theft,10,Theft:10,June,Sunday,9,284112.36,28411.24,0,0.0476190476190476,0.0237817988158243,0.0357,False,,,,,,,,,,,
CAPE TOWN,10,Theft,10,Theft:10,October,Saturday,19,282582.74,28258.27,0,0.0476190476190476,0.0236347158736933,0.0356,False,,,,,,,,,,,
RETREAT,10,Theft,10,Theft:10,November,Wednesday,3,280786.96,28078.7,0,0.0476190476190476,0.0234620399111537,0.0355,False,,,,,,,,,,,
HAZEL PARK,5,Theft,3,Theft:3; Burglary:1; Armed Robbery:1,September,Saturday,17,773260.8,154652.16,0,0.0,0.0708166124910874,0.0354,False,,,,,,,,,,,
BAYSVILLE,8,Theft,8,Theft:8,December,Monday,18,469017.25,58627.16,0,0.0285714285714285,0.0415616102955359,0.0351,False,,,,,,,,,,,
HELIKON PARK,6,Theft,4,Theft:4; Armed Robbery:2,November,Wednesday,11,667936.88,111322.81,0,0.0095238095238095,0.0606890304574039,0.0351,False,,,,,,,,,,,
NEW GERMANY,8,Theft,8,Theft:8,May,Wednesday,2,467596.02,58449.5,0,0.0285714285714285,0.0414249497590335,0.035,False,,,,,,,,,,,
ROBERTSHAM,6,Theft,6,Theft:6,August,Friday,14,664634.78,110772.46,0,0.0095238095238095,0.0603715119997409,0.0349,False,,,,,,,,,,,
MBOMBELA CENTRAL,11,Theft,11,Theft:11,April,Friday,10,166411.83,15128.35,0,0.0571428571428571,0.0124641249865267,0.0348,False,,,,,,,,,,,
RIETFONTEIN,8,Theft,7,Theft:7; Burglary:1,June,Wednesday,20,464444.36,58055.54,0,0.0285714285714285,0.0411218970888302,0.0348,False,,,,,,,,,,,
RAVENSWOOD,7,Theft,7,Theft:7,June,Thursday,3,560188.27,80026.9,0,0.019047619047619,0.0503282986617171,0.0347,False,,,,,,,,,,,
WITFIELD,10,Theft,9,Theft:9; Burglary:1,April,Sunday,2,263941.79,26394.18,0,0.0476190476190476,0.0218422669189754,0.0347,False,,,,,,,,,,,
SHARONLEA,6,Theft,6,Theft:6,July,Wednesday,1,656333.71,109388.95,0,0.0095238095238095,0.0595733099636568,0.0345,False,,,,,,,,,,,
PAROW NORTH,10,Theft,8,Theft:8; Burglary:1; Armed Robbery:1,May,Wednesday,20,256589.95,25659.0,0,0.0476190476190476,0.0211353395400997,0.0344,False,,,,,,,,,,,
LEPHALALE,10,Theft,10,Theft:10,February,Friday,3,257212.47,25721.25,0,0.0476190476190476,0.0211951988993755,0.0344,False,,,,,,,,,,,
BERARIO,9,Theft,8,Theft:8; Armed Robbery:1,December,Monday,14,354032.9,39336.99,0,0.0380952380952381,0.0305051148934014,0.0343,False,,,,,,,,,,,
SIR LOWRYS PASS,9,Theft,9,Theft:9,May,Monday,0,354472.42,39385.82,0,0.0380952380952381,0.0305473776087983,0.0343,False,,,,,,,,,,,
REDFERN,8,Theft,8,Theft:8,December,Friday,19,452585.71,56573.21,0,0.0285714285714285,0.03998161052635,0.0343,False,,,,,,,,,,,
FYNNLANDS,9,Theft,8,Theft:8; Burglary:1,August,Monday,13,349205.5,38800.61,0,0.0380952380952381,0.0300409288897908,0.0341,False,,,,,,,,,,,
MARIANNHILL,5,Hijack,3,Hijack:3; Theft:2,February,Friday,10,746527.52,149305.5,0,0.0,0.0682460332130902,0.0341,False,,,,,,,,,,,
BEREA WEST,9,Theft,7,Theft:7; Burglary:1; Armed Robbery:1,February,Wednesday,0,348653.36,38739.26,0,0.0380952380952381,0.0299878370266691,0.034,False,,,,,,,,,,,
HARTSWATER,10,Theft,10,Theft:10,January,Sunday,12,247502.1,24750.21,0,0.0476190476190476,0.0202614834741195,0.0339,False,,,,,,,,,,,
LINDHAVEN,10,Theft,8,Theft:8; Stolen and recovered:1; Attempted Theft:1,September,Wednesday,18,242423.17,24242.32,0,0.0476190476190476,0.0197731112200453,0.0337,False,,,,,,,,,,,
SANDTON,6,Theft,6,Theft:6,January,Thursday,19,635997.69,105999.62,0,0.0095238095238095,0.0576178689699241,0.0336,True,Sandton,81.0,Decreased,60.0,Decreased,48.0,Decreased,17.0,Decreased,4.0,Increased
VALMARY PARK,6,Theft,5,Theft:5; Burglary:1,October,Sunday,18,631494.03,105249.0,0,0.0095238095238095,0.05718481267937,0.0334,False,,,,,,,,,,,
NORTHDALE,8,Theft,7,Theft:7; Armed Robbery:1,May,Sunday,10,432871.61,54108.95,0,0.0285714285714285,0.0380859711979786,0.0333,False,,,,,,,,,,,
KILNER PARK,7,Theft,7,Theft:7,December,Sunday,13,531286.44,75898.06,0,0.019047619047619,0.0475491991537556,0.0333,False,,,,,,,,,,,
BEDFORD GARDENS,5,Theft,5,Theft:5,November,Friday,13,730248.78,146049.76,0,0.0,0.0666807261607606,0.0333,False,,,,,,,,,,,
IFAFI,7,Theft,7,Theft:7,September,Friday,23,530171.5,75738.79,0,0.019047619047619,0.0474419903989672,0.0332,False,,,,,,,,,,,
HUMEWOOD,11,Theft,8,Theft:8; Attempted Theft:1; Burglary:1; Windscreen/ Motor glass damage:1,April,Friday,4,133458.93,12132.63,0,0.0571428571428571,0.0092954886691758,0.0332,False,,,,,,,,,,,
KING WILLIAM'S TOWN,10,Theft,8,Theft:8; Armed Robbery:2,September,Friday,1,229160.91,25462.32,1,0.0476190476190476,0.0184978583990143,0.0331,False,,,,,,,,,,,
ERASMUSRAND,7,Theft,7,Theft:7,September,Wednesday,0,524946.6,74992.37,0,0.019047619047619,0.0469395821770952,0.033,False,,,,,,,,,,,
SOUTHERNWOOD,9,Theft,8,Theft:8; Glass Damage:1,August,Thursday,14,315201.79,35022.42,0,0.0380952380952381,0.0267712503355309,0.0324,False,,,,,,,,,,,
BELA-BELA,11,Theft,11,Theft:11,February,Monday,2,114520.71,10410.97,0,0.0571428571428571,0.0074744552645897,0.0323,False,,,,,,,,,,,
NATURENA,7,Theft,6,Theft:6; Hijack:1,April,Thursday,8,503641.79,71948.83,0,0.019047619047619,0.0448909857045461,0.032,False,,,,,,,,,,,
ORMONDE,5,Theft,5,Theft:5,April,Thursday,16,700277.9,140055.58,0,0.0,0.0637988305208937,0.0319,False,,,,,,,,,,,
PARKDENE,8,Theft,8,Theft:8,December,Thursday,7,403067.85,50383.48,0,0.0285714285714285,0.0352201452363907,0.0319,False,,,,,,,,,,,
BELLAIR,8,Theft,8,Theft:8,June,Tuesday,17,400592.52,50074.06,0,0.0285714285714285,0.0349821261080157,0.0318,False,,,,,,,,,,,
SOUTHERN PAARL,9,Theft,8,Theft:8; Windscreen/ Motor glass damage:1,May,Friday,10,301668.42,33518.71,0,0.0380952380952381,0.0254699285192978,0.0318,False,,,,,,,,,,,
FREEWAY PARK,9,Theft,8,Theft:8; Burglary:1,May,Tuesday,4,299510.76,33278.97,0,0.0380952380952381,0.0252624554338791,0.0317,False,,,,,,,,,,,
BLOEMFONTEIN CENTRAL,11,Theft,11,Theft:11,October,Monday,11,98086.28,8916.93,0,0.0571428571428571,0.0058941776030497,0.0315,False,,,,,,,,,,,
UNIVERSITAS,8,Theft,6,Theft:6; Burglary:1; Attempted Theft:1,December,Sunday,0,385860.49,48232.56,0,0.0285714285714285,0.0335655453128109,0.0311,False,,,,,,,,,,,
OTTERY,10,Theft,10,Theft:10,August,Saturday,13,180222.41,18022.24,0,0.0476190476190476,0.013792102352758,0.0307,False,,,,,,,,,,,
JEFFREY'S BAY,8,Theft,8,Theft:8,January,Saturday,18,375843.37,46980.42,0,0.0285714285714285,0.03260233387384,0.0306,False,,,,,,,,,,,
CASTLE HILL,6,Theft,3,Theft:3; Burglary:1; Hijack:1; Stolen and recovered:1,May,Sunday,13,570077.6,95012.93,0,0.0095238095238095,0.0512792222584952,0.0304,False,,,,,,,,,,,
BLACKHEATH,5,Theft,4,Theft:4; Windscreen/ Motor glass damage:1,April,Wednesday,8,665989.6,133197.92,0,0.0,0.0605017867814891,0.0303,False,,,,,,,,,,,
DURBANVILLE HILLS,7,Theft,7,Theft:7,March,Saturday,9,466500.91,66642.99,0,0.019047619047619,0.0413196477881146,0.0302,False,,,,,,,,,,,
FLAMINGO VLEI,8,Theft,7,Theft:7; Burglary:1,December,Saturday,13,363983.38,45497.92,0,0.0285714285714285,0.0314619184616177,0.03,False,,,,,,,,,,,
DELMAS,9,Theft,7,Theft:7; Hijack:1; Armed Robbery:1,April,Tuesday,0,262953.79,29217.09,0,0.0380952380952381,0.0217472642733345,0.0299,False,,,,,,,,,,,
ZONNEBLOEM,10,Theft,10,Theft:10,December,Friday,5,162672.08,16267.21,0,0.0476190476190476,0.0121045236261665,0.0299,False,,,,,,,,,,,
CENTURY CITY,9,Theft,9,Theft:9,November,Saturday,17,260783.44,28975.94,0,0.0380952380952381,0.0215385709616271,0.0298,False,,,,,,,,,,,
ERASMUS,6,Theft,5,Theft:5; Hijack:1,September,Tuesday,3,557042.46,92840.41,0,0.0095238095238095,0.0500258085071788,0.0298,False,,,,,,,,,,,
STRANDFONTEIN,8,Theft,8,Theft:8,October,Tuesday,7,357966.24,44745.78,0,0.0285714285714285,0.0308833311952289,0.0297,False,,,,,,,,,,,
KENRIDGE,7,Theft,7,Theft:7,September,Saturday,13,439561.02,62794.43,0,0.019047619047619,0.0387292016107087,0.0289,False,,,,,,,,,,,
NAHOON VALLEY PARK,8,Theft,8,Theft:8,February,Thursday,11,336674.07,42084.26,0,0.0285714285714285,0.0288359501411422,0.0287,False,,,,,,,,,,,
PROTEA VALLEY,6,Theft,6,Theft:6,April,Sunday,2,532290.0,88715.0,0,0.0095238095238095,0.0476456979949089,0.0286,False,,,,,,,,,,,
MAGALIESBURG,6,Theft,5,Theft:5; Armed Robbery:1,March,Saturday,21,532996.79,88832.8,0,0.0095238095238095,0.0477136604644561,0.0286,False,,,,,,,,,,,
LA LUCIA,9,Theft,9,Theft:9,June,Tuesday,17,233368.31,25929.81,0,0.0380952380952381,0.0189024273577895,0.0285,False,,,,,,,,,,,
BAKOVEN,8,Theft,8,Theft:8,January,Monday,11,329836.39,41229.55,0,0.0285714285714285,0.0281784626006094,0.0284,False,,,,,,,,,,,
TONGAAT,9,Theft,6,Theft:6; Hijack:1; Armed Robbery:1; Burglary:1,February,Saturday,8,229182.18,28647.77,1,0.0380952380952381,0.0184999036482783,0.0283,False,,,,,,,,,,,
LAMBTON,8,Theft,6,Theft:6; Armed Robbery:1; Burglary:1,June,Saturday,0,322286.29,40285.79,0,0.0285714285714285,0.0274524712292997,0.028,False,,,,,,,,,,,
VEREENIGING,7,Theft,5,Theft:5; Hijack:1; Burglary:1,March,Wednesday,12,418590.07,59798.58,0,0.019047619047619,0.0367127079552382,0.0279,False,,,,,,,,,,,
HALFWAY HOUSE,9,Theft,6,Theft:6; Hijack:3,March,Sunday,6,220237.23,27529.65,1,0.0380952380952381,0.0176397883495674,0.0279,False,,,,,,,,,,,
WOODLANDS,8,Theft,7,Theft:7; Armed Robbery:1,December,Wednesday,14,312788.39,39098.55,0,0.0285714285714285,0.0265391861806828,0.0276,False,,,,,,,,,,,
REMBRANDTPARK,7,Theft,6,Theft:6; Armed Robbery:1,May,Wednesday,10,405859.57,57979.94,0,0.019047619047619,0.0354885873273713,0.0273,False,,,,,,,,,,,
TERENURE,8,Theft,8,Theft:8,January,Monday,2,305964.25,38245.53,0,0.0285714285714285,0.025883000599484,0.0272,False,,,,,,,,,,,
KRAMERVILLE,5,Theft,4,Theft:4; Hijack:1,December,Monday,8,599523.32,119904.66,0,0.0,0.0541106203382559,0.0271,False,,,,,,,,,,,
NYANGA,7,Theft,6,Theft:6; Hijack:1,March,Friday,19,401847.8,57406.83,0,0.019047619047619,0.0351028294693722,0.0271,False,,,,,,,,,,,
ONRUS RIVER,9,Theft,9,Theft:9,May,Friday,13,200039.62,22226.62,0,0.0380952380952381,0.0156976563803116,0.0269,False,,,,,,,,,,,
RANGEVIEW,8,Theft,8,Theft:8,November,Tuesday,14,295167.87,36895.98,0,0.0285714285714285,0.0248448582276769,0.0267,False,,,,,,,,,,,
LEVALLIA,9,Theft,9,Theft:9,August,Monday,12,190992.46,21221.38,0,0.0380952380952381,0.01482771292329,0.0265,False,,,,,,,,,,,
HEUWELSIG,8,Theft,8,Theft:8,February,Thursday,0,289035.77,36129.47,0,0.0285714285714285,0.0242552168072972,0.0264,False,,,,,,,,,,,
MAKHADO,7,Theft,7,Theft:7,December,Tuesday,23,385320.12,55045.73,0,0.019047619047619,0.0335135852119758,0.0263,False,,,,,,,,,,,
DEVIL`S PEAK ESTATE,8,Theft,8,Theft:8,April,Friday,3,287681.81,35960.23,0,0.0285714285714285,0.0241250247201595,0.0263,False,,,,,,,,,,,
BOKSBURG NORTH,9,Theft,7,Theft:7; Armed Robbery:2,September,Friday,13,184139.49,23017.44,1,0.0380952380952381,0.0141687551495063,0.0261,False,,,,,,,,,,,
RISIVILLE,7,Theft,7,Theft:7,January,Sunday,0,382488.32,54641.19,0,0.019047619047619,0.0332412891675162,0.0261,False,,,,,,,,,,,
PAREL VALLEI,7,Theft,7,Theft:7,September,Sunday,9,376910.95,53844.42,0,0.019047619047619,0.0327049886556552,0.0259,False,,,,,,,,,,,
UPINGTON,8,Theft,8,Theft:8,October,Thursday,9,274762.67,34345.33,0,0.0285714285714285,0.0228827651256188,0.0257,False,,,,,,,,,,,
CARLSWALD NORTH ESTATE,6,Theft,5,Theft:5; Hijack:1,August,Thursday,1,471216.49,78536.08,0,0.0095238095238095,0.0417730815692196,0.0256,False,,,,,,,,,,,
NORTHERN PAARL,6,Theft,6,Theft:6,March,Saturday,4,456012.96,76002.16,0,0.0095238095238095,0.0403111629729827,0.0249,False,,,,,,,,,,,
PHOENIX INDUSTRIAL,7,Theft,7,Theft:7,May,Wednesday,3,349548.01,49935.43,0,0.019047619047619,0.0300738634608014,0.0246,False,,,,,,,,,,,
THERESAPARK,8,Theft,8,Theft:8,October,Friday,10,250241.63,31280.2,0,0.0285714285714285,0.0205249071561163,0.0245,False,,,,,,,,,,,
MALMESBURY,9,Theft,8,Theft:8; Burglary:1,September,Friday,2,149438.01,16604.22,0,0.0380952380952381,0.0108319814575451,0.0245,False,,,,,,,,,,,
MILNERTON RIDGE,6,Theft,4,Theft:4; Armed Robbery:2,May,Friday,4,444341.73,74056.96,0,0.0095238095238095,0.0391888980662171,0.0244,False,,,,,,,,,,,
DEL JUDOR,5,Theft,5,Theft:5,April,Friday,23,540472.6,108094.52,0,0.0,0.0484325083676032,0.0242,False,,,,,,,,,,,
KWADUKUZA,8,Theft,8,Theft:8,January,Tuesday,14,240544.85,30068.11,0,0.0285714285714285,0.0195924984980206,0.0241,False,,,,,,,,,,,
VAN RIEBEECKPARK,8,Theft,7,Theft:7; Armed Robbery:1,November,Friday,3,239886.51,34269.5,1,0.0285714285714285,0.0195291948120578,0.0241,False,,,,,,,,,,,
SHERE,5,Theft,4,Theft:4; Armed Robbery:1,August,Wednesday,12,533307.11,106661.42,0,0.0,0.0477434997569614,0.0239,False,,,,,,,,,,,
PHALABORWA,8,Theft,8,Theft:8,June,Friday,2,237586.65,29698.33,0,0.0285714285714285,0.0193080482689365,0.0239,False,,,,,,,,,,,
CENTURION RURAL,5,Theft,5,Theft:5,December,Wednesday,12,525150.41,105030.08,0,0.0,0.046959179838237,0.0235,False,,,,,,,,,,,
NORTHGATE,9,Theft,8,Theft:8; Attempted Hijack:1,February,Wednesday,14,124669.44,13852.16,0,0.0380952380952381,0.0084503218636748,0.0233,False,,,,,,,,,,,
HELENA HEIGHTS,5,Theft,5,Theft:5,July,Thursday,19,521579.44,104315.89,0,0.0,0.0466158077759853,0.0233,False,,,,,,,,,,,
FRANSCHHOEK,8,Theft,8,Theft:8,June,Saturday,0,221905.93,27738.24,0,0.0285714285714285,0.0178002447410463,0.0232,False,,,,,,,,,,,
MOUNT CROIX,8,Theft,8,Theft:8,October,Wednesday,16,223097.6,27887.2,0,0.0285714285714285,0.0179148315859157,0.0232,False,,,,,,,,,,,
PIET RETIEF,5,Theft,5,Theft:5,April,Wednesday,1,516953.91,103390.78,0,0.0,0.0461710328898601,0.0231,False,,,,,,,,,,,
ELANDSPARK,8,Theft,8,Theft:8,May,Friday,2,216156.53,27019.57,0,0.0285714285714285,0.0172474024223739,0.0229,False,,,,,,,,,,,
SUNNYRIDGE,7,Theft,7,Theft:7,December,Monday,14,311939.22,44562.75,0,0.019047619047619,0.0264575329452588,0.0228,False,,,,,,,,,,,
HORISON,5,Theft,5,Theft:5,December,Saturday,3,508327.95,101665.59,0,0.0,0.0453415905607171,0.0227,False,,,,,,,,,,,
WORCESTER,8,Theft,8,Theft:8,December,Wednesday,6,211573.84,26446.73,0,0.0285714285714285,0.0168067468817338,0.0227,False,,,,,,,,,,,
PARADYSKLOOF,7,Theft,7,Theft:7,December,Saturday,2,307824.27,43974.9,0,0.019047619047619,0.0260618536571207,0.0226,False,,,,,,,,,,,
WAPADRAND,6,Theft,6,Theft:6,December,Sunday,15,408280.43,68046.74,0,0.0095238095238095,0.0357213688098879,0.0226,False,,,,,,,,,,,
LAUDIUM,7,Theft,6,Theft:6; Armed Robbery:1,January,Friday,16,304227.42,43461.06,0,0.019047619047619,0.0257159930640299,0.0224,False,,,,,,,,,,,
EVERTON H C,7,Theft,6,Theft:6; Hijack:1,April,Thursday,4,304927.53,43561.08,0,0.019047619047619,0.0257833132079972,0.0224,False,,,,,,,,,,,
SELECTION PARK,5,Theft,3,Theft:3; Armed Robbery:2,July,Tuesday,20,503705.82,100741.16,0,0.0,0.0448971426067732,0.0224,False,,,,,,,,,,,
BLUE HILLS,7,Theft,7,Theft:7,June,Wednesday,1,303175.41,43310.77,0,0.019047619047619,0.0256148354392923,0.0223,False,,,,,,,,,,,
UVONGO,6,Theft,6,Theft:6,August,Thursday,4,401842.59,66973.76,0,0.0095238095238095,0.0351023284938825,0.0223,False,,,,,,,,,,,
STRATHAVON,5,Theft,5,Theft:5,June,Tuesday,15,500910.28,100182.06,0,0.0,0.0446283331978712,0.0223,False,,,,,,,,,,,
KYALAMI GARDENS,8,Theft,6,Theft:6; Hijack:1; Armed Robbery:1,November,Monday,18,201136.06,28733.72,1,0.0285714285714285,0.0158030862394073,0.0222,False,,,,,,,,,,,
NEWLANDS EAST,8,Theft,7,Theft:7; Burglary:1,June,Saturday,2,201377.39,25172.17,0,0.0285714285714285,0.0158262916933269,0.0222,False,,,,,,,,,,,
NORKEM PARK,6,Theft,5,Theft:5; Stolen and recovered:1,October,Friday,16,393309.55,65551.59,0,0.0095238095238095,0.0342818210289429,0.0219,False,,,,,,,,,,,
GEZINA,6,Theft,6,Theft:6,April,Wednesday,21,391641.1,65273.52,0,0.0095238095238095,0.034121388676595,0.0218,False,,,,,,,,,,,
AERORAND,8,Theft,7,Theft:7; Burglary:1,October,Friday,15,189718.19,23714.77,0,0.0285714285714285,0.0147051835495441,0.0216,False,,,,,,,,,,,
MOSELEY PARK,5,Theft,5,Theft:5,January,Saturday,4,475083.65,95016.73,0,0.0,0.0421449342322935,0.0211,False,,,,,,,,,,,
VERMONT,5,Theft,5,Theft:5,July,Saturday,5,476018.44,95203.69,0,0.0,0.0422348203892962,0.0211,False,,,,,,,,,,,
WONDERBOOM SOUTH,5,Theft,5,Theft:5,November,Monday,11,472778.2,94555.64,0,0.0,0.0419232501742034,0.021,False,,,,,,,,,,,
THEESCOMBE AH,8,Theft,8,Theft:8,June,Friday,0,174633.12,21829.14,0,0.0285714285714285,0.0132546556551318,0.0209,False,,,,,,,,,,,
KAMMA HEIGHTS,5,Theft,3,Theft:3; Burglary:1; Armed Robbery:1,August,Saturday,4,470370.49,94074.1,0,0.0,0.0416917331499764,0.0208,False,,,,,,,,,,,
MONTE VISTA,7,Theft,5,Theft:5; Collision:1; Burglary:1,December,Friday,3,268425.82,38346.55,0,0.019047619047619,0.0222734356569649,0.0207,False,,,,,,,,,,,
NELLMAPIUS,5,Hijack,2,Hijack:2; Theft:2; Armed Robbery:1,February,Monday,13,454801.22,90960.24,0,0.0,0.040194646266678,0.0201,False,,,,,,,,,,,
RUSTENBURG NORTH,7,Theft,7,Theft:7,October,Friday,14,257187.09,36741.01,0,0.019047619047619,0.0211927584467982,0.0201,False,,,,,,,,,,,
WATERFALL COUNTRY LIFESTYLE ESTATE,7,Theft,7,Theft:7,April,Monday,12,254792.22,36398.89,0,0.019047619047619,0.0209624760723384,0.02,False,,,,,,,,,,,
KATHU,8,Theft,8,Theft:8,February,Friday,10,151905.64,18988.21,0,0.0285714285714285,0.0110692601806859,0.0198,False,,,,,,,,,,,
NORTHOME CONTENTSROFT,7,Theft,7,Theft:7,May,Wednesday,12,251295.03,35899.29,0,0.019047619047619,0.0206261984384222,0.0198,False,,,,,,,,,,,
THE DE DEUR ESTATES,5,Theft,5,Theft:5,January,Thursday,10,446918.95,89383.79,0,0.0,0.0394367145828151,0.0197,False,,,,,,,,,,,
BETTY'S BAY,6,Theft,5,Theft:5; Burglary:1,December,Saturday,15,337576.65,56262.78,0,0.0095238095238095,0.0289227390965093,0.0192,False,,,,,,,,,,,
RUGBY,5,Theft,4,Theft:4; Hijack:1,January,Saturday,7,433775.84,86755.17,0,0.0,0.0381729188116102,0.0191,False,,,,,,,,,,,
SILVERFIELDS,5,Theft,5,Theft:5,September,Sunday,14,433973.34,86794.67,0,0.0,0.038191909725086,0.0191,False,,,,,,,,,,,
DIEP RIVER,7,Theft,7,Theft:7,July,Wednesday,15,236708.45,33815.49,0,0.019047619047619,0.0192236036096228,0.0191,False,,,,,,,,,,,
MAYVILLE,5,Theft,5,Theft:5,July,Tuesday,17,434203.58,86840.72,0,0.0,0.0382140488031552,0.0191,False,,,,,,,,,,,
ELSIES RIVER INDUSTRIAL,5,Theft,3,Theft:3; Hijack:2,May,Friday,12,430832.55,86166.51,0,0.0,0.0378899022762978,0.0189,False,,,,,,,,,,,
BROEDERSTROOM,6,Theft,4,Theft:4; Hijack:1; Armed Robbery:1,October,Friday,10,329500.94,54916.82,0,0.0095238095238095,0.0281462068946577,0.0188,False,,,,,,,,,,,
BRIGHTON BEACH,6,Theft,6,Theft:6,March,Sunday,3,328590.28,54765.05,0,0.0095238095238095,0.0280586409945773,0.0188,False,,,,,,,,,,,
WILKOPPIES,7,Theft,7,Theft:7,November,Saturday,22,227495.04,32499.29,0,0.019047619047619,0.0183376741304982,0.0187,False,,,,,,,,,,,
STEENBERG,8,Theft,8,Theft:8,December,Sunday,1,120889.22,15111.15,0,0.0285714285714285,0.0080868290487912,0.0183,False,,,,,,,,,,,
GEORGE SOUTH,7,Theft,6,Theft:6; Burglary:1,September,Wednesday,21,216265.46,30895.07,0,0.019047619047619,0.0172578767525254,0.0182,False,,,,,,,,,,,
PELLISSIER,6,Theft,6,Theft:6,September,Friday,8,314718.52,52453.09,0,0.0095238095238095,0.0267247807722122,0.0181,False,,,,,,,,,,,
DERDEPOORTPARK,5,Theft,4,Theft:4; Burglary:1,May,Wednesday,1,408847.0,81769.4,0,0.0,0.0357758482116499,0.0179,False,,,,,,,,,,,
SONLAND PARK,5,Theft,5,Theft:5,September,Thursday,6,406692.45,81338.49,0,0.0,0.0355686741730205,0.0178,False,,,,,,,,,,,
BARDENE,6,Theft,5,Theft:5; Stolen and recovered:1,December,Thursday,23,303062.68,50510.45,0,0.0095238095238095,0.0256039957143498,0.0176,False,,,,,,,,,,,
SCOTTSVILLE,5,Theft,5,Theft:5,January,Thursday,19,396252.25,79250.45,0,0.0,0.0345647808319062,0.0173,False,,,,,,,,,,,
JAMESTOWN,6,Theft,6,Theft:6,April,Tuesday,3,296867.19,49477.86,0,0.0095238095238095,0.0250082589319184,0.0173,False,,,,,,,,,,,
MOSSEL BAY CENTRAL,7,Theft,7,Theft:7,October,Thursday,3,193602.92,27657.56,0,0.019047619047619,0.0150787256827434,0.0171,False,,,,,,,,,,,
MEER EN SEE,6,Theft,6,Theft:6,November,Thursday,17,293179.13,48863.19,0,0.0095238095238095,0.0246536279022801,0.0171,False,,,,,,,,,,,
